Ontario corporation number,"Incorporation date (year, month, day)",Co-operative name,Cooperative type,Suite number,Street number,Street name,P.O. box / RR# / other,City / town,Provincial code,Country code,Postal code
467266,19820414,Applewood Housing Co-Operative Incorporated,Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",18,Albert Franck Place,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5A 4B4 
467268,19820428,"Oak Street Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",120,Cornwall Street,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5A 4K5 
467270,19820505,"Medway Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,43,555,Lawson Road,"<abbr title=""not available"">N/A</abbr>",London,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N6G 3W2 
467271,19820507,"Orleans Cooperative Nursery School/The Orleans Preschool <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",1490,Youville Drive,"<abbr title=""not available"">N/A</abbr>",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1C 2X8 
467272,19820513,Harbourside Co-Operative Homes Incorporated,Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",22,Bishop Tutu Blvd,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5V 2Z7 
467276,19820531,"Superior View Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",110,Castlegreen Drive,"<abbr title=""not available"">N/A</abbr>",Thunder Bay,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P7A 7T9 
467277,19820601,"Bridletowne Circle Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,21A,315,Bridletowne Circle,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M1W 2H7 
467278,19820608,"Tottenham Food Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Consumer Co-operatives,"<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>","<abbr title=""Regional Road"">R.R.</abbr>#2 (Tecumseth Concession 4)",Tottenham,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L0G 1W0 
467279,19820611,Campden Green Co-Operative Homes Incorporated,Housing Co-operatives,1,70,Alford Crescent,"<abbr title=""not available"">N/A</abbr>",Scarborough,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M1B 4C4 
467281,19820615,"Lafontaine Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",2843,Chemin Des Mesanges,"<abbr title=""not available"">N/A</abbr>",Gloucester,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1T 2C7 
467282,19820615,"Jeanneville Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",32B,Jeanneville Prive,"<abbr title=""not available"">N/A</abbr>",Vanier,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1L 8K2 
467284,19820617,Ormond Woods Co-Operative Homes Incorporated,Housing Co-operatives,55,275,Ormond Drive,"<abbr title=""not available"">N/A</abbr>",Oshawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L1K 1S1 
467285,19820618,"Byron Meadows Community Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",434,"Griffith <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",London,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N6K 2S4 
467286,19820618,"Heath Street Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",230&232,Heath Street West,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5P 1N8 
467288,19820622,"Y�s Owl Maclure Co-Operative Centre <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,100,1140,Morrison Drive,"<abbr title=""not available"">N/A</abbr>",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K2H 8S9 
467289,19820624,"Carp Co-Operative Nursery School <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",3774,Carp Rd,"<abbr title=""not available"">N/A</abbr>",Carp,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K0A 1L0 
467295,19820714,Stone Church Co-Operative Homes Incorporated,Housing Co-operatives,7,620,Stone Church Road West,"<abbr title=""not available"">N/A</abbr>",Hamilton,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L9B 1V3 
467297,19820729,"Country Lane Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",412,Louth Street,"<abbr title=""not available"">N/A</abbr>","<abbr title=""Saint"">St.</abbr> Catharines","<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L2S 3P7 
467298,19820804,"Children�s Creative Corner Co-Operative Nursery School <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",125,Evelyn,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M6P 3E3 
467299,19820813,"George Barlow Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,6,630,Middlefield Road,"<abbr title=""not available"">N/A</abbr>",Scarborough,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M1V 2Z1 
467300,19820813,"Janetville Mothers Co-Operative <abbr title=""Corporation"">Corp.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>",Victoria County Road 5,"<abbr title=""Post Office"">P.O.</abbr> 6179 Janetville Road",Janetville,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L0B 1K0 
521181,19820617,West End Co-Operative Apartments Limited,Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",455,Indian Grove,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M6P 2H7 
522003,19820827,"Alex Girvin Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,12,75,Alford Crescent,"<abbr title=""not available"">N/A</abbr>",Scarborough,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M1B 4E2 
522004,19820830,"Simcoe Co-Operative Pre-School <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",30,Glendale Crescent,"<abbr title=""not available"">N/A</abbr>",Simcoe,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N3Y 4M2 
522005,19820903,"Sachigo Consumer Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Consumer Co-operatives,"<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>",Sachigo Lake,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P0V 2P0 
522006,19820903,Macphail Infant And Parent Co-Operative Of Hamilton Incorporated,Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",60,Caledon Avenue,"<abbr title=""not available"">N/A</abbr>",Hamilton,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L9C 3C8 
522011,19820924,"Sentinel Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",132,Maki Avenue,"<abbr title=""not available"">N/A</abbr>",Sudbury,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P3E 2P2 
522012,19820928,"Beaver Creek Housing Co-Operative (Waterloo) <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,7B,590,Bearinger Road,"<abbr title=""not available"">N/A</abbr>",Waterloo,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N2L 6C4 
522014,19821008,"Forest City Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,40,17665,Leslie Street,"<abbr title=""not available"">N/A</abbr>",Newmarket,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L3Y 3E3 
522015,19821008,Kimroy Grove Co-Operative Homes Incorporated,Housing Co-operatives,AG09,4695,Sheppard Avenue East,"<abbr title=""not available"">N/A</abbr>",Scarborough,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M1S 4R2 
522016,19821025,"Sawmill Creek Housing Co-Operative, <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",1828,Sawmill Creek Crest,"<abbr title=""not available"">N/A</abbr>",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1T 2E6 
522017,19821029,"Eileen Tallman Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",40,Hadley Road,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M4S 2N9 
522018,19821103,Castlefrank Co-Operative Homes Incorporated,Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",1,Torcastle Way,"<abbr title=""not available"">N/A</abbr>",Kanata,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K2L 2Y5 
522019,19821103,Child�s View Child Care Services Corporation,Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",392,"Murray <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",Grimsby,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L0R 1B5
522020,19821105,"Sandy Hill Housing Co-Operative, <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,E,701,King Edward Avenue,"<abbr title=""not available"">N/A</abbr>",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1N 7N9 
522021,19821105,Windward Co-Operative Homes Incorporated,Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",34,Little Norway Crescent,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5V 3A3 
522022,19821110,"Cornwall Marina Co-Operative <abbr title=""Limited"">Ltd.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",203,Laframboise Avenue,"<abbr title=""not available"">N/A</abbr>",Cornwall,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K6H 3E6 
522023,19821110,"Wingale Housing Co-Operative, <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>",Box 112,Station B,Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1P 6C3 
522024,19821118,"Bamburgh Circle Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,47,150,Bamburgh Circle,"<abbr title=""not available"">N/A</abbr>",Scarborough,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M1W 3V7 
522025,19821118,"Coldwater Co-Operative Nursery School <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",6,Brickpond Road,"<abbr title=""Regional Road"">R.R.</abbr> #1, A - 128",Coldwater,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L0K 1E0 
522027,19821202,"Chautauqua Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",2280,Munn�s Avenue,"<abbr title=""not available"">N/A</abbr>",Oakville,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L6H 3L1 
522029,19821203,"Camra Canada Brewers Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Consumer Co-operatives,D,"<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>","<abbr title=""Post Office"">P.O.</abbr> Box 2036",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1P 5W3 
522031,19821210,"Mary Campbell Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",587,Talbot Street,Office,London,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N6A 2T2 
522032,19821214,Neighbours� Community Co-Operative Homes Incorporated,Housing Co-operatives,1,56,Roehampton Avenue,"<abbr title=""not available"">N/A</abbr>",St Catharines,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L2M 7S6 
522033,19821220,"Wellington Square Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,61,205,Plains Road West,"<abbr title=""not available"">N/A</abbr>",Burlington,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L7T 4H3 
522034,19821222,"Kenfinch Co-Operative Housing <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,40,39,Wayside Avenue,"<abbr title=""not available"">N/A</abbr>",Scarborough,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M1V 2Z4 
522036,19830110,"Simon Bolivar Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,31,10,The Country Way,"<abbr title=""not available"">N/A</abbr>",Kitchener,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N2E 2T8 
522037,19830114,"Pringle Creek Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,85,95,Crawforth Street,"<abbr title=""not available"">N/A</abbr>",Whitby,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L1N 7L3 
522040,19830201,"My School Co-Operative Nursery <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",412,Roncesvalles,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M6R 2N2 
522042,19830218,"The Edwardsburgh Co-Operative Playgroup <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",36,"Bennett <abbr title=""Street"">St</abbr>",Box 156,Spencerville,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K0E 1E0 
522044,19830223,Pretty River Villas Co-Operative Corporation,Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",16,Alma Street,"<abbr title=""not available"">N/A</abbr>",Collingwood,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L9Y 4N3 
522045,19830217,"The Glen Shields Nursery School Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",7894,Dufferin Street,"<abbr title=""not available"">N/A</abbr>",Concord,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L4K 1R6 
522048,19830302,Vercheres Habitation Co-Operative Corporation,Housing Co-operatives,100,239,Rue Jogues,"<abbr title=""not available"">N/A</abbr>",Sudbury,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P3C 5P7 
522049,19830309,"Jack And Jill Co-Operative Nursery School Georgina) <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",10,River Street Box 1065,"<abbr title=""not available"">N/A</abbr>",Sutton West,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L0E 1R0 
522051,19830314,"Falls Place Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,#52,6730,Kalar Road,"<abbr title=""not available"">N/A</abbr>",Niagara Falls,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L2H 2T5 
522052,19830311,"Quality Living Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",3A,Europa Private,"<abbr title=""not available"">N/A</abbr>",Nepean,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K2E 7R5 
522053,19830316,Agincourt Co-Operative Homes Incorporated,Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",500D,"Old <abbr title=""Saint"">St.</abbr> Patrick <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1N 9G4 
522055,19830317,"Dovercourt Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",25,"Ottawa, Ontario","Ottawa, Ontario",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1Z 5P7 
522056,19830321,"Springfield Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",1376,Credit Woodlands Court,"<abbr title=""not available"">N/A</abbr>",Mississauga,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L5C 3J5 
522058,19830328,The Bob And Kay Carlin Co-Operative Housing Corporation,Housing Co-operatives,100,1060,Martindale Road,"<abbr title=""not available"">N/A</abbr>",Sudbury,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P3E 5T2 
522059,19830329,Cumberland Co-Operative Nursery School Incorporated,Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",2333,Queen Street,"<abbr title=""not available"">N/A</abbr>",Cumberland,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K0A 1S0 
522060,19830414,"<abbr title=""Saint"">St.</abbr> Clair Meadows Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",1250,Wellington,"<abbr title=""not available"">N/A</abbr>",Sarnia,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N7S 5P4 
522061,19830420,"Three Links Co-Operative Housing (Barrie) <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,81,333,Sunnidale Road,"<abbr title=""not available"">N/A</abbr>",Barrie,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L4N 6H5 
522062,19830422,"Native Inter-Tribal Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",37,Tecumseh Avenue West,"<abbr title=""not available"">N/A</abbr>",London,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N6J 1K8 
522064,19830509,"Red Hill Co-Operative Homes <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,52B,100,Ventura Drive,"<abbr title=""not available"">N/A</abbr>",Stoney Creek,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L8J 2C5 
